epoch,epoch,simple_testLoss,weighted_testLoss,new_weighted_testLoss
196,196,0.5636023283004761,0.5637112855911255,0.5952532291412354
197,197,0.597785472869873,0.5977661609649658,0.5950660109519958
198,198,0.628930389881134,0.6287460923194885,0.6004745960235596
199,199,0.599750816822052,0.5998728275299072,0.6469275951385498
200,200,0.5878989696502686,0.5879568457603455,0.6306276917457581
201,201,0.574099600315094,0.5741681456565857,0.5995776057243347
202,202,0.5904279947280884,0.5908294320106506,0.6192011833190918
203,203,0.5844054222106934,0.58443683385849,0.6071014404296875
204,204,0.5712088346481323,0.5713117718696594,0.6036250591278076
205,205,0.5945823192596436,0.5942612886428833,0.5650813579559326
206,206,0.6036965847015381,0.6037575602531433,0.6290066838264465
207,207,0.5808206796646118,0.5808770656585693,0.6366293430328369
208,208,0.581783652305603,0.5817969441413879,0.604582667350769
209,209,0.5615416169166565,0.5616434812545776,0.6208164095878601
210,210,0.5535054802894592,0.5539083480834961,0.6121846437454224
211,211,0.5944995284080505,0.5946664214134216,0.6313868165016174
212,212,0.584995687007904,0.5850460529327393,0.5987038016319275
213,213,0.5720964670181274,0.5722241997718811,0.6197845935821533
214,214,0.5814824104309082,0.5814927816390991,0.5977813601493835
215,215,0.5962874889373779,0.5961108803749084,0.5655686259269714
216,216,0.5785277485847473,0.5786165595054626,0.6386176347732544
217,217,0.5585325360298157,0.5585715174674988,0.601569414138794
218,218,0.5798192024230957,0.5798358917236328,0.5847258567810059
219,219,0.5459040999412537,0.5460461974143982,0.6015430092811584
220,220,0.5582146644592285,0.5579798221588135,0.5275173783302307
221,221,0.6067978143692017,0.606807291507721,0.5970861911773682
222,222,0.5750590562820435,0.5751429200172424,0.6404053568840027
223,223,0.5503609776496887,0.5504439473152161,0.6155169010162354
224,224,0.6258317232131958,0.6256898045539856,0.6204721927642822
225,225,0.5938339829444885,0.593737006187439,0.5835548043251038
226,226,0.5765082240104675,0.5765960812568665,0.6186118125915527
227,227,0.5612248778343201,0.5613066554069519,0.594680666923523
228,228,0.5512281060218811,0.5516802668571472,0.6076546311378479
229,229,0.5810720324516296,0.5811116695404053,0.6197506189346313
230,230,0.5986194610595703,0.5986355543136597,0.6069033741950989
231,231,0.5734038949012756,0.5733956098556519,0.5697556734085083
232,232,0.5596063137054443,0.5597213506698608,0.5846746563911438
233,233,0.5889895558357239,0.5894392728805542,0.6389173865318298
234,234,0.5728773474693298,0.5729301571846008,0.580161988735199
235,235,0.5512226223945618,0.551293671131134,0.5670716166496277
236,236,0.5686318874359131,0.568697988986969,0.5753748416900635
237,237,0.5653102397918701,0.5653750896453857,0.6299766898155212
238,238,0.5560742616653442,0.5558231472969055,0.5737767815589905
239,239,0.6394079923629761,0.6394768953323364,0.6254450678825378
240,240,0.5797188878059387,0.5798632502555847,0.6224536895751953
241,241,0.5642117857933044,0.5643510222434998,0.6011803150177002
242,242,0.5746719241142273,0.5747090578079224,0.5818718075752258
243,243,0.5808871388435364,0.5805346369743347,0.5721063017845154
244,244,0.5574644804000854,0.55745530128479,0.5493417382240295
245,245,0.5933616757392883,0.5931611061096191,0.572730302810669
246,246,0.5567128658294678,0.5567507147789001,0.5685425400733948
247,247,0.5740203857421875,0.5740985870361328,0.5877206921577454
248,248,0.5915489196777344,0.5912163853645325,0.5755242705345154
249,249,0.5574638843536377,0.5575054883956909,0.585350751876831
250,250,0.5532274842262268,0.5533261895179749,0.6009770631790161
251,251,0.5482043623924255,0.5482890605926514,0.6139641404151917
252,252,0.5581832528114319,0.5581635236740112,0.534809410572052
253,253,0.5402852892875671,0.5404796600341797,0.5308886766433716
254,254,0.571740448474884,0.5716411471366882,0.5617828965187073
255,255,0.5766593813896179,0.5770376920700073,0.6050059795379639
256,256,0.5750043392181396,0.5750648379325867,0.5954945683479309
257,257,0.5751922130584717,0.5753068327903748,0.614225447177887
258,258,0.5756784081459045,0.5758355259895325,0.5999919772148132
259,259,0.5619620084762573,0.5621142983436584,0.5898882150650024
260,260,0.5715322494506836,0.5716216564178467,0.602499783039093
261,261,0.5470948219299316,0.5473035573959351,0.5931628942489624
262,262,0.5657124519348145,0.5659730434417725,0.5894317030906677
263,263,0.6038842797279358,0.6039994359016418,0.6589053869247437
264,264,0.567885160446167,0.5679979920387268,0.6075736880302429
265,265,0.5324046015739441,0.5325173139572144,0.5495647192001343
266,266,0.6042296290397644,0.6043580174446106,0.622809112071991
267,267,0.5652443170547485,0.5653383135795593,0.6178528666496277
268,268,0.5626583695411682,0.5627779364585876,0.6159614324569702
269,269,0.6220658421516418,0.6221047639846802,0.6351697444915771
270,270,0.6037524342536926,0.603766918182373,0.612397313117981
271,271,0.5734180808067322,0.5734376311302185,0.595456063747406
272,272,0.5891186594963074,0.5891370177268982,0.5932822823524475
273,273,0.5759103298187256,0.5759367942810059,0.6120883226394653
274,274,0.5503085255622864,0.5503153800964355,0.576461911201477
275,275,0.5974578261375427,0.5974602103233337,0.6048804521560669
276,276,0.5370275974273682,0.5370061993598938,0.5474162101745605
277,277,0.5715047121047974,0.5720376968383789,0.5886608958244324
278,278,0.5607835054397583,0.5607002973556519,0.5790804028511047
279,279,0.56611168384552,0.5660871863365173,0.5887731909751892
280,280,0.5554049611091614,0.5556340217590332,0.5971153378486633
281,281,0.5504545569419861,0.5504752397537231,0.5583929419517517
282,282,0.5436217188835144,0.5438367128372192,0.548724889755249
283,283,0.5522043704986572,0.5520764589309692,0.5686232447624207
284,284,0.5925065279006958,0.5927802324295044,0.6341496706008911
285,285,0.5627678632736206,0.5628341436386108,0.5873309373855591
286,286,0.5543334484100342,0.5544906258583069,0.6050097346305847
287,287,0.5668051838874817,0.5669171214103699,0.6191092133522034
288,288,0.5431134104728699,0.5432139039039612,0.5942019820213318
289,289,0.55232834815979,0.5524241328239441,0.6030498147010803
290,290,0.5351117253303528,0.5352045893669128,0.5806379318237305
291,291,0.5227783918380737,0.5228264331817627,0.5771424174308777
292,292,0.5202675461769104,0.5203088521957397,0.5489509701728821
293,293,0.6119846701622009,0.6118964552879333,0.6147943139076233
294,294,0.5807232856750488,0.5807173848152161,0.5874096751213074
295,295,0.5505820512771606,0.5507098436355591,0.5905415415763855
296,296,0.5610717535018921,0.5611552000045776,0.6173680424690247
297,297,0.5719762444496155,0.5720903873443604,0.6088055372238159
298,298,0.5857501029968262,0.5858537554740906,0.6184224486351013
299,299,0.5813185572624207,0.5814940333366394,0.6120787858963013
